%eval_id interface    DAKOTA_RC_1    DAKOTA_RC_2    DAKOTA_RC_3    DAKOTA_RC_4    DAKOTA_RC_5    DAKOTA_RC_6    DAKOTA_RC_7    DAKOTA_EP_1    DAKOTA_EP_2       obj_fn_1       obj_fn_2       obj_fn_3 
11           NO_ID    2.112274356    1.802793301    1.712992322     2.27138025    2.494352965    2.289758378    2.573018627     6.71279758    6.109976831    0.231726088 0.001358772842 0.004032270206 
12           NO_ID    2.113198593    2.061199883    1.704345842    2.373658277    2.142525416    2.483811516    2.018868267    10.53362665    10.34281946            100            100            100 
13           NO_ID    2.114184378    1.785448363    1.797798603    2.454046448    2.461366479    2.403009812     2.04232199    5.166320826    11.63524031   0.2289982757 0.001263697981 0.004107772353 
14           NO_ID    2.114964245    1.973652203    2.082144685    2.508610883    2.477800447    2.059475495    2.303913258    8.091209492    11.11544829            100            100            100 
15           NO_ID    2.115359931      1.8331566    2.095678109    2.591090491    2.271572655    2.115953186    2.112968045    7.891583873    2.285791432            100            100            100 
16           NO_ID    2.116723249    2.063369932    1.916675059    2.260780676    2.452925515     2.31511725    2.545910083    4.885009084    3.698112143   0.2286700987 0.0002221236953  0.00545773237 
17           NO_ID    2.119657314    1.953906112    1.785546062    2.562092741    2.063903947    2.213007901    2.358292019    9.722832032    6.047743513   0.2295577317 0.0005386085207 0.004737727582 
18           NO_ID     2.12256959      1.9962157    1.982104048    2.424318326    2.437881371    2.508418363    2.389205784    6.045727777    7.351768421   0.2290205866 0.0003343748096  0.00495248981 
19           NO_ID    2.122880488    1.996576865    1.792709814    2.570696641    2.519347222    2.430132523    2.534062806    6.494472404    2.063211865   0.2288138223 0.0001300141203 0.005115087996 
20           NO_ID     2.12888071    2.002307904    1.793835141    2.002500846    2.134981362    2.148634848     2.35625982    10.61580879    10.76330389            100            100            100 
21           NO_ID    2.129584666    2.085148357    1.794883487    2.416997631    2.550747512    2.204694642    2.330258853    7.032702095    9.216074063   0.2257356425 0.0005904110105 0.005753355426 
22           NO_ID     2.13299135    1.812676206      1.8230616    2.467022504    2.081825136     2.04426507    2.398560712    9.498464064    2.109902692   0.2260124792 0.001099847542  0.00427676454 
23           NO_ID    2.133135293    1.712796348    1.886268877    2.103453914     2.48881309    2.462590814     2.09280219    6.086917517   0.9279843275            100            100            100 
24           NO_ID    2.133166897    2.057068098    1.865098663    2.542415032    2.410836134    2.316623498    2.239908143   0.9561098316    9.908302064   0.2259563234 0.0002919891687 0.005532654399 
25           NO_ID    2.134205074     1.74997992    1.700329932    2.340811828    2.367370182    2.418186481    2.424049737    8.835403856    3.583815316   0.2254994491 0.001569457041 0.003843001412 
26           NO_ID    2.136679712    1.778238108     1.91517637    2.058221141    2.386220434     2.45511776    2.272928595     6.94506338    10.41173371   0.2259639798 0.001504844229 0.003900763381 
27           NO_ID    2.138333813    2.000564222    1.801647413     2.53411963    2.450446231    2.456996471    2.157991709    7.412656281    4.224495227   0.2258352679 0.0002054327697 0.005055932896 
28           NO_ID    2.138667919    1.716410242    1.855695594    2.435430373    2.044413253    2.175343215    2.441949136      8.3614306    6.357372609   0.2252454576 0.001571583925 0.003867137708 
29           NO_ID    2.139522193    1.752080244    1.741624654    2.537095705    2.329250633    2.217755696    2.357413805    2.855819303    7.747228579   0.2249455003 0.001430394846 0.003964068229 
30           NO_ID    2.139816114    1.732309043    1.961488251    2.315570831     2.46769416    2.568149822    2.357993634    9.983220235    2.445065228   0.2264754469 0.001579594127 0.003813093576 
31           NO_ID    2.141453808    2.066989596    1.990817045    2.108579929    2.444690916    2.577613871    2.279946326    7.752370849   0.1230485961     0.22270928 0.0003282710478 0.005533012209 
32           NO_ID    2.144721964    1.872493147    1.700463306    2.450828796    2.243547785    2.238663668    2.114174365    4.230117623    5.843389255   0.2218122249 0.001003695483 0.004385907181 
33           NO_ID    2.144881428    1.757505645    1.963534916    2.526760028    2.496296919    2.172020173    2.287786341    4.281723442    3.980496304   0.2212767123 0.001332494722 0.004068256577 
34           NO_ID    2.145057929    1.896454598    1.813233109    2.247067682    2.256134431    2.217435673    2.298760407    7.742477912    9.723290327   0.2233739314 0.0009294005899 0.004433838902 
35           NO_ID    2.145365429    1.744719315    2.099759442    2.585524777    2.395951237    2.561856898    2.520254409  0.06936449561    4.120686093            100            100            100 
36           NO_ID    2.147891836    1.781624015    1.781251703    2.123006539    2.598336386    2.268680165     2.15340389    3.674525479    2.483992792   0.2215088753 0.001117912294 0.004250849779 
37           NO_ID    2.148330824    2.030474015    1.850052586    2.135983808    2.200149121     2.10969878    2.182292939    7.061996087   0.8761141379    0.222853934 9.621854869e-05 0.005355995761 
38           NO_ID    2.149654616    1.894045201    2.075577443    2.405376399     2.27302807    2.320615274    2.487905979     2.31584084    4.097044947            100            100            100 
39           NO_ID    2.152006283    1.714967431    1.780364227    2.033781839    2.498384577    2.212893156    2.203640425    11.46685646    11.27451725   0.2240994948  0.00177532877 0.003612457433 
40           NO_ID    2.152248699    1.818200825    1.995018076    2.295375268    2.361492165    2.062228382      2.3793523    11.88814859    6.064124367   0.2239690398 0.001402791921 0.003978088454 
41           NO_ID    2.155048127    1.928282815    1.766200892    2.438767695    2.522096665    2.527943601    2.303848283    8.909829205    6.246809115   0.2235333637 0.000803465815 0.004508779986 
42           NO_ID    2.162956672    1.849881221    1.765977027    2.598297178    2.354393147    2.589235562    2.208523542  0.09677652088    10.74012604   0.2201590516 0.0009625969009 0.004412592609 
43           NO_ID    2.163324461    1.890832114    1.786642078    2.377931842    2.268079941    2.000144796    2.426039729    4.327767303    6.535706177   0.2189235337 0.0007039446037 0.004622707541 
44           NO_ID    2.164104345    1.773049386    2.007487545    2.267841713    2.115846378    2.342015022    2.355713939    5.757910707    4.916772429   0.2184899728 0.001332137067 0.004088922752 
45           NO_ID     2.16584445    2.002423966    1.914162518    2.486509866    2.164594365      2.0554918    2.366382676    2.798729138    6.296690899   0.2192016626 0.0002072125796 0.005068828877 
46           NO_ID    2.168729325    1.838610794    1.813729568    2.113989415    2.366898838    2.457513617    2.113322499     6.75151216    9.828052315   0.2198394484 0.001167262338 0.004234860541 
47           NO_ID    2.169167984    1.773648443    2.042687524    2.095068301    2.039183517    2.110431236    2.452885511    4.075863335    8.551104788   0.2188697092 0.001404721988 0.004016611254 
48           NO_ID    2.171394885    1.873557597    2.083696228    2.014032019    2.154857395    2.495294208    2.152466585    7.303254714    11.32953308   0.2171421565  0.00113857375 0.004223645632 
49           NO_ID    2.171665939    1.897905663    1.857667592    2.017697147    2.307832427    2.018040121    2.343937409   0.2746919376    11.41567949   0.2185630325 0.0007694991701 0.004591402341 
50           NO_ID    2.172118114    1.945009828      1.8527618    2.594060928    2.484646611    2.147498748    2.567102243    6.127283896    2.417487269   0.2162872235 0.0005210664946 0.004830322038 
51           NO_ID    2.173210734    1.850399682    1.723337027    2.139794828    2.080141279    2.543731668    2.178292761    5.954086536    6.113388936   0.2159217626 0.001108365657 0.004280420977 
52           NO_ID    2.173408266    2.004533664    1.809633859    2.419648912    2.433798504    2.326618076    2.123592854      2.2800546    9.605744802   0.2167728746 6.937360677e-05 0.005175026466 
53           NO_ID    2.176606494    2.024512397    1.787348777    2.258620671    2.348237004    2.176250035    2.476458753    1.511908467     10.8107575   0.2166738203 4.397763724e-05 0.005275120112 
54           NO_ID    2.177094243    2.019234616    1.749065018    2.400419243     2.43828828    2.216639484    2.226180475    5.236138223    2.129177588   0.2163029019 4.411554405e-05 0.005198072395 
55           NO_ID    2.178087913    2.045570699    2.082027543    2.421717584    2.573375616    2.090398477    2.144482138   0.6319351274     9.53237821            100            100            100 
56           NO_ID    2.180482702    2.004896948    1.899117438     2.45495992    2.302314001    2.465586458    2.390133813   0.3450599817    9.572894486   0.2172167323 0.0001778044489 0.005125839234 
57           NO_ID     2.18178812    2.001427055     2.01605949    2.416540984     2.28082224    2.435421687    2.250336243     8.48676887    11.76049516   0.2175232791 0.0004222859889 0.004827813134 
58           NO_ID    2.184412834    1.859656849    2.064276677    2.465120806    2.100251196    2.558555226    2.420771098    5.465403414   0.5995745438            100            100            100 
59           NO_ID    2.184658577    2.022466728    1.973545257    2.201350867    2.179522321    2.135372607    2.263503273    6.618108197    2.111678482   0.2138101219 0.0001315738348 0.005109390559 
60           NO_ID    2.185135568    1.851971414    1.927049185    2.153403834    2.427887421    2.554303965    2.248202482    9.826992043    3.668606486   0.2147364262 0.001242723313 0.004138027413 
61           NO_ID    2.185617297    1.762743389    2.076133171    2.446294576    2.419875735    2.401139553    2.090844538    1.255547187    6.684717332            100            100            100 
62           NO_ID    2.186380877    2.026846681     1.84015091    2.250445679     2.54777074    2.061072698    2.402916799    9.637807392    10.23037857   0.2153351395 0.0002504380451  0.00499792533 
63           NO_ID      2.1880896     1.76133886    1.785194269    2.084401873    2.110419824    2.281981356    2.103890357    7.636001479    3.526686409   0.2130534071 0.001371024113 0.004023521857 
64           NO_ID    2.191246834    1.725521391    1.922174633    2.073876553    2.307878327    2.141017574    2.492773225    9.779869894    4.173729392   0.2140191044 0.001675661534 0.003762267616 
65           NO_ID    2.198178717    1.752673322    1.807847849    2.034229218    2.045331006    2.477576465    2.016828358    10.42884398    5.519066962   0.2140123415 0.001502298318 0.003910248522 
66           NO_ID    2.200955054    1.810371787    1.727005308    2.254593174    2.420235761    2.253137561    2.473545809    5.595321745    6.398056199   0.2101661188  0.00133505968 0.004088518363 
67           NO_ID     2.20402447    1.988052174    1.965824553    2.510760889    2.094396946    2.423379553    2.536693358     10.3237406    3.315537149   0.2127711959 0.0005593059529 0.004695946382 
68           NO_ID    2.204288635    2.096592311    1.865549251    2.021066552    2.336396587    2.142825364    2.147507062    3.687271766    10.20396478    0.210522244 0.000381337317 0.005601209951 
69           NO_ID    2.205988432     1.89127951     2.09955539     2.57067677    2.033888998    2.171805355     2.48265823    9.183905699    1.088663841            100            100            100 
70           NO_ID    2.208349437    1.701355986    2.008211496    2.053926771    2.287161834    2.082551082    2.404524672   0.5344575888    3.992756659   0.2173371199 0.001458135331 0.003987670987 
71           NO_ID    2.208667185    1.913186927    1.842667691     2.16623469    2.535486958    2.110880731     2.46717293    9.137259435    11.80967262   0.2122274379 0.0009658560057  0.00438025844 
72           NO_ID    2.214136747    2.075784476    1.783124522    2.499628244    2.100546965    2.162968869    2.232890193    3.488470368     9.41694392   0.2077677392 0.0004057340449 0.005592146136 
73           NO_ID    2.217365298    1.937102967    2.098720634    2.492033813    2.433663876    2.020532096    2.012580153    9.348914309    10.37833347            100            100            100 
74           NO_ID    2.217367975    2.063467751     2.03577211    2.166535593    2.534392427    2.590077456    2.428740095    5.839863927    1.061586226            100            100            100 
75           NO_ID    2.218097126    1.751763968    1.730192329    2.425135509    2.002413148    2.315923402    2.572286341   0.9886721005    9.669086453            100            100            100 
76           NO_ID    2.219781629    1.985761508    2.010053726    2.523394795    2.384396855    2.213873817    2.314922639    4.711330993    2.513356443            100            100            100 
77           NO_ID    2.221521683    1.774453894    1.966669628    2.188653717    2.476761361    2.526152752     2.57008826     2.46709207    8.124180563   0.2075068283 0.001339067955 0.004118769188 
78           NO_ID    2.221748655    1.791564182    1.921221398    2.164384997    2.197070444    2.380295661    2.556617374     10.2528255    4.959796409   0.2091621288 0.001488914825 0.003926726838 
79           NO_ID    2.221792361    1.975392245    1.714665934     2.20484586    2.539707619    2.261484174    2.151260875    8.096568489    7.234707409    0.209474145 0.0007143398784 0.004604679421 
80           NO_ID    2.222793952    1.846467513    1.755984688    2.232915265    2.240977836    2.212149576     2.37961317    1.900485669    1.470321106   0.2078699693 0.0009259573667 0.004457115608 
81           NO_ID    2.222937822    2.096195364    1.804667104     2.12392932    2.003790002    2.172379721    2.573441382   0.5840524047   0.2179085446   0.2091133721 0.000594347332 0.005759495361 
82           NO_ID      2.2249866    1.856140508    1.819674743    2.463433248    2.576062482    2.076366844    2.376531174    11.30068459    9.531554141   0.2100659823 0.001239811282  0.00411222063 
83           NO_ID    2.226334411    2.062131958    1.831014431    2.029431543    2.371370263    2.142421683    2.010572022    10.37080109    8.020829735            100            100            100 
84           NO_ID    2.227513746     2.08897026    1.917884834    2.029221835    2.362230138     2.09110908    2.465761104    9.444238738    3.390738612            100            100            100 
85           NO_ID    2.229159765     2.02231186    1.920784929    2.293405122    2.277633989    2.163757242     2.37554054    11.75578808    9.111217203   0.2052700828 8.098363878e-05 0.005176114717 
86           NO_ID    2.229646553    1.844189124    1.793082352    2.526210921    2.509204648    2.170982714    2.253561679    1.544471881   0.4431463538   0.2062603832 0.0008450850074 0.004539981443 
87           NO_ID    2.233286867    1.842486792    1.763199099    2.063462181     2.22912636    2.507834224    2.540728659    4.306130113    7.094483673   0.2047499961 0.001177606821 0.004194646083 
88           NO_ID    2.233817061    2.018195168    1.863473326    2.384155917    2.033329457     2.07728825    2.182892746    10.88180692    3.433703923    0.207874416 0.0003305189076 0.004922565036 
89           NO_ID    2.234371597    1.828291639     1.76598289    2.236165518    2.206448961    2.114511458    2.391802219     7.06215365    6.143885379   0.2053669932 0.001297000107 0.004096182696 
90           NO_ID    2.237269411    1.733298892    2.061359552    2.518550966    2.232230862    2.053720168    2.318555407    8.417691566    10.60963059            100            100            100 
91           NO_ID    2.239504345    1.961186909    1.914605319    2.355384744    2.520206309    2.416023062      2.3195845    7.330017689    4.717975943   0.2060729825 0.000673526997 0.004622411131 
92           NO_ID    2.243804378    2.031252797    1.900625493    2.521376014      2.4796029     2.12201787     2.22955632    5.434417424    7.368199387   0.2029832696 0.0001274026038 0.005121077608 
93           NO_ID    2.247428555    1.911246007    1.812096738    2.240409015    2.090876149     2.11090388    2.467579941    10.03176859    10.15501603   0.2050502852 0.000973303272 0.004342519011 
94           NO_ID    2.250315539    1.747390761    2.028172998    2.189199171    2.052089067    2.218536104    2.441383089    2.812811814    8.557252327   0.2019325377 0.001300697286 0.004172720163 
95           NO_ID    2.252396962    1.752101808    1.947392626    2.136418985    2.559824981    2.555063315    2.465127106    7.439575573     7.67491699   0.2030585826 0.001536914667 0.003881069009 
96           NO_ID    2.253747974    1.731078309    2.028323439    2.543427709    2.381226284    2.071996203     2.15833834    7.110113252    1.275112544   0.2074896828 0.001377758186 0.004040796246 
97           NO_ID    2.259353541    1.964083273    1.963841332    2.004929384    2.344832668    2.158134752    2.206390979     1.85707391    6.634821813   0.2006970907 0.0004660701581 0.004826934488 
98           NO_ID    2.260070775    1.970879003    1.784624318    2.021741963    2.516430904    2.583736974    2.186192751     6.72159632    8.350709565   0.2010371928 0.0006327543253 0.004642073744 
99           NO_ID    2.263138772    1.960648558    1.735890755    2.050917186    2.463469073    2.549547155    2.275996065    11.98905762    2.993925508            100            100            100 
100          NO_ID    2.263437731    1.917101288    1.828454254    2.524699657    2.501699879    2.548335832    2.522780608    7.874673836     7.63999417   0.2016886785 0.0009349410681 0.004393664671 
101          NO_ID    2.264650403    1.786786818      1.7932458    2.191750912    2.312868769    2.552957069    2.213749813    10.35429258     9.85329374   0.2013793239  0.00137912955 0.004003452737 
102          NO_ID    2.264757515    1.964708882    1.856851203     2.23516103    2.464650217    2.529958701    2.405010694    2.234357962     3.72186264   0.1999035298 0.0002506285123 0.005051084465 
103          NO_ID    2.266857895    1.839782157    1.883752327    2.051946082    2.308439911    2.129264438    2.373189859    3.898995517    5.877176058   0.1994256616 0.001163992651 0.004218998337 
104          NO_ID    2.267420178     1.80354581    1.980212067    2.413540333    2.169605733    2.481616507    2.253333944   0.1680113767    7.317981438            100            100            100 
105          NO_ID    2.269785386    1.841753066    1.845968423    2.459530327    2.066765249    2.587826534    2.149970415    1.333057831    2.903097925            100            100            100 
106          NO_ID    2.272323927    1.838335943    1.885317026     2.53762535    2.330186096    2.130116121    2.411714585     2.93454159    8.218767217   0.1998066126 0.001130660897 0.004275553491 
107          NO_ID    2.273275513    1.726588052    1.888101162    2.471138032    2.440940388    2.252374454    2.540044997    7.477567784    5.695557578   0.2000749052 0.001512441753 0.003956183706 
108          NO_ID     2.27436649    1.777813139    2.098189382      2.5914831    2.166470053    2.532886219    2.239131094      2.1777017    6.874447042            100            100            100 
109          NO_ID    2.274879124    1.716428482    1.717288313    2.421790084    2.342397304    2.086346539    2.283547871    8.554806114    11.36101189            100            100            100 
110          NO_ID    2.279242181     1.78823547    1.843138303    2.561032735    2.065468926    2.376774344    2.271941353      7.1763326      1.0750195   0.2007784834 0.001096728113 0.004337992397 
111          NO_ID    2.279730827    1.971837083    1.979264448    2.181115168    2.067668895    2.458778749     2.46326691    10.77613854    5.994382747   0.1999875191 0.0005659130473 0.004700235867 
112          NO_ID    2.287679671    1.705254757    1.935839317    2.395809078    2.389530346    2.301742058    2.093824923    5.907563933     7.54856988   0.1971553676  0.00146835072 0.004000384887 
113          NO_ID    2.287973114    2.026705301    2.089126384    2.173758558    2.374190713    2.321473725     2.06803132    8.092652911    8.812640379            100            100            100 
114          NO_ID     2.28869652    1.756459205    1.964132852    2.422237654    2.089379275    2.115214511    2.302344341   0.1904308443    8.545083955            100            100            100 
115          NO_ID    2.289271493    1.818250462    1.712227234     2.46024156    2.571024428    2.373159552     2.37221576    1.403440091    9.237538804   0.1950486331  0.00114526338 0.004329371081 
116          NO_ID    2.290085236    1.846822559    1.933731934    2.339561046    2.117086751     2.18692136    2.223318419     8.28509615    6.591411484   0.1959505651 0.001274696402 0.004110607309 
117          NO_ID    2.294933535    1.978461055    1.755491939    2.074400011    2.361004285    2.489551753    2.323845434    4.464673242    10.42677813            100            100            100 
118          NO_ID    2.295280642    1.720906124    1.918233839    2.168018946    2.451174604    2.473057572    2.162261679    10.48515395    6.770031098   0.1951838691 0.001443575174 0.004033165789 
119          NO_ID    2.297214819    1.916703148    1.741434937    2.151383089    2.570211318    2.387804338     2.34406447    9.898219495    5.790084341   0.1964914368 0.000884560386 0.004447461089 
120          NO_ID    2.302958733    2.023079934    1.730872754    2.152950684    2.534106927     2.21532344    2.337543084    8.022588622    5.942971523   0.1966359181 0.0003307517008 0.004912364275 
121          NO_ID     2.30421717    1.962907584    1.731118111    2.006547764    2.132558123    2.065254949    2.376941778    6.652636213    11.29226876            100            100            100 
122          NO_ID    2.305811242    2.062601408    2.005893972    2.360854663    2.051401019    2.155699453    2.597356051    1.381963324    9.270637615            100            100            100 
123          NO_ID    2.306770378    1.768142148    1.801214592    2.546696344    2.386120462    2.329197581    2.565037195    4.927240449    6.004440182   0.1920638057 0.001323307855 0.004109957323 
124          NO_ID    2.307305611    1.922832015    2.019915207    2.575342092    2.259342745    2.424887943    2.443518934   0.2398541161    8.759024345            100            100            100 
125          NO_ID    2.308479845    2.076840193    1.807178438    2.491910533    2.278861779    2.326383284    2.294334961     10.2760435    10.72751819            100            100            100 
126          NO_ID     2.30906766    1.810410418    1.968282952    2.234940396    2.209992625    2.380146963    2.377265626   0.5398051145    6.617889502   0.1930055899  0.00110121044 0.004322401196 
127          NO_ID    2.309430681    2.045894974     1.92311685    2.520180326    2.263884454    2.529350064    2.544150595    4.158094868   0.7341028269   0.1932342451 0.0002180413491 0.005446439123 
128          NO_ID    2.311836387    1.740276046    2.007838525    2.085343001    2.481704056    2.388289884    2.294695718    3.076539199    1.023375677   0.2755521469 0.001270952664  0.00419964272 
129          NO_ID    2.312707313    1.927309257    1.850429562    2.485912772    2.546868003    2.275592681      2.4279521    9.308379375    10.15647085            100            100            100 
130          NO_ID    2.313158112    1.902841008     1.70986628    2.351704755    2.013748807    2.571400777    2.460971628    7.003678599    9.556248289   0.1929143165 0.0007017838595 0.004672970321 
131          NO_ID    2.314025186    2.041449459    1.886219768    2.390779811    2.121430706    2.071110016     2.11268779    9.536308993    11.82632651   0.1973047827 0.0004230118804 0.004788379929 
132          NO_ID    2.317173768    1.991293198    1.863033308    2.242901624    2.533096314    2.354124041    2.104132943    4.018760525     9.39940838   0.1932749067 0.0002842459674 0.004998632481 
133          NO_ID    2.319248176    2.074811824    2.056486422    2.207516988    2.244177406    2.424787584    2.191206564    8.358719289    3.979565935            100            100            100 
134          NO_ID     2.32212929    1.870874605    1.825517028    2.396949562    2.178752203    2.017402181    2.390147523    8.209407229     5.11693321   0.1916372357 0.001102863272 0.004267345033 
135          NO_ID    2.322599125    1.831060499     2.01183424    2.110993221    2.303683075    2.128087756    2.086537562    6.354301882    5.658903013   0.1905556206 0.001276662446 0.004116812878 
136          NO_ID    2.323072547     1.81967403    1.843273754    2.574279379    2.591759425    2.364101956    2.073620976    10.58884669    6.185557268   0.1902814731 0.0009777940645  0.00443399981 
137          NO_ID    2.324231202    2.081234619    1.913901831    2.316349667    2.128284881    2.315741212    2.564673544    2.987028654     1.04275599   0.1907439065 0.000487916395 0.005695178482 
138          NO_ID    2.325464498    1.712385188    1.946929342    2.200073687    2.499358489    2.407464955    2.261661236     3.84774437    10.79045175            100            100            100 
139          NO_ID    2.326775342     1.88017993    1.901092252    2.441286914    2.015740463    2.360880061     2.46095087    3.245050361    7.541890666   0.1898772316 0.0007079676935 0.004650326663 
140          NO_ID    2.327672081    2.029667659    1.784293674    2.447967001    2.367372875     2.46346687    2.197175145    8.320840474    5.898564753   0.1937955485 0.0003677319595 0.004834711033 
141          NO_ID    2.327901147    2.031236487    2.042065284    2.588971748    2.400210863    2.454090787    2.081583234    0.318149021    6.256114961            100            100            100 
142          NO_ID    2.330027996    1.829783193    1.715980179     2.54402029    2.107355077    2.509937554    2.547631232    9.213347693    2.338852354   0.1918131965 0.001309674639 0.004120947807 
143          NO_ID    2.330313712    1.739494455    1.713109303    2.146512055    2.016214473    2.246141458    2.098083878    3.968996171    10.13879384   0.1901974763 0.001516115653 0.003996021299 
144          NO_ID    2.331184959    1.980619786    1.867800545    2.352929869    2.529106851    2.019215559    2.582072568    10.46335558     10.0772434            100            100            100 
145          NO_ID    2.331313156    1.814981514    2.041320974    2.425306286    2.482627837    2.014194682    2.577128175    8.586483622    8.006302886   0.1918980096 0.001315786519 0.004095604695 
146          NO_ID    2.334367983     1.93484027    1.798328931    2.051271111    2.467901769    2.026345319    2.124868638    5.366420251    9.292671985   0.1909565959 0.000789836831 0.004510014325 
147          NO_ID    2.335938644    1.913982289    1.783842117    2.538813574    2.561079596    2.532081681    2.065750051    11.65643118    8.970251697            100            100            100 
148          NO_ID    2.343387014    1.784098873    1.954289695    2.246593243    2.480056277    2.102407976    2.372356418    8.377397008    1.269751445   0.1898742079 0.001346877109  0.00405454335 
149          NO_ID    2.344507791    2.014710288    1.950189178    2.419840998    2.446135845    2.311762101     2.49284674    1.912759944    10.19580341            100            100            100 
150          NO_ID    2.349271845    1.744797829    1.939893794    2.582594237    2.418748717    2.112101095    2.130087633    9.400396562    11.60005729   0.1891612657 0.001540370588 0.003910873102 
151          NO_ID    2.349338092    2.061839182    1.851447284     2.41071228    2.396846922    2.382706901    2.308084806    7.357553772    8.033184789    0.190863247  0.00012694125 0.005072781725 
152          NO_ID    2.352516499    1.942854553    1.991026179    2.109981799    2.078427851    2.355381729    2.444657074    11.97216354   0.3853236495   0.1895745631 0.0005076491408 0.004789447008 
153          NO_ID     2.35424943    1.939155797     1.75139974     2.31953934    2.416735574    2.101714974    2.553082731    5.043318933    2.922564532   0.1858792439 0.0007168201842 0.004590487702 
154          NO_ID     2.35443214    2.065322056     1.89867723     2.50584785    2.075686436    2.525972967    2.246421627    4.581805399    7.077207749   0.1861700538 0.0002213554778 0.005464293631 
155          NO_ID     2.35453877    1.833126762    1.814714519    2.487303289    2.122226521    2.539067384    2.290194006    7.503750525    6.252936968   0.1861730559 0.001152196385 0.004269093856 
156          NO_ID    2.357129896     1.82116388    2.035197386    2.429500551    2.579362198    2.593438968    2.274435689    1.482543044    9.317800221            100            100            100 
157          NO_ID    2.358969643    1.932727409    2.017771602    2.494038388    2.400398725    2.551627282    2.494533287    2.824211046    6.379949288            100            100            100 
158          NO_ID     2.36243249    1.936545801    2.041316133    2.099147577    2.088717388    2.108564947    2.566898936    3.994212177    8.244960452   0.1854789391 0.0005742004854 0.004744140638 
159          NO_ID    2.362777466    1.988386565    1.754756945    2.310155415    2.291803618    2.469616056    2.337862528    6.742410419    5.590861232   0.1871922634 0.000586087753  0.00468793059 
160          NO_ID    2.363989723    1.857570179    1.812506578    2.479275155    2.003116955    2.040825298    2.254558921    8.459159048    9.739222866   0.1866701998 0.001067533729 0.004306143071 
161          NO_ID    2.365077586    1.760428592    1.996623425    2.094764954    2.472451043    2.044625281    2.266836733    7.195086645    3.337036038   0.1863657066 0.001494999193 0.003923692863 
162          NO_ID    2.366431521    1.712536822    1.806104417    2.538814332    2.031711773    2.434282578    2.445898723    2.979648768   0.1386033465            100            100            100 
163          NO_ID     2.36719231    1.766844732    1.767276046    2.029504645    2.167350044    2.359653789    2.030199604   0.3635767961  0.06403145942   0.1887836169 0.001184252009 0.004246579349 
164          NO_ID    2.367372207    2.080148475    1.745937977    2.532938001    2.032403424    2.019391359    2.369163568    2.819667065    9.281645502            100            100            100 
165          NO_ID    2.372733448    2.050759171    1.795539122     2.37371361    2.110545489     2.13760173    2.530714266    4.689496175    2.827834643   0.1837270648 0.0001376176457 0.005349652573 
166          NO_ID    2.372878561    1.723923407    1.789152617    2.148131662    2.183153185    2.212738909    2.309903435    4.347648066    5.161398307   0.1828514164 0.001483433603 0.003946654103 
167          NO_ID    2.373358968      1.9511452     1.94068421    2.317789253    2.027004642    2.570699549    2.593417743     1.57901447    5.582789191            100            100            100 
168          NO_ID    2.374155724    2.023378926    1.826989641    2.422003329       2.388568    2.481309928    2.150097147    2.382894975    5.065353504   0.1840912372 6.681888323e-05 0.005311428301 
169          NO_ID    2.374832253    1.799460883    1.766227731     2.53768291    2.545175908    2.335696866    2.106442776    8.489021249    6.776276415    0.184334214  0.00139138717 0.004039756692 
170          NO_ID    2.377024724    1.803730523    2.088401942    2.565233361    2.541290629    2.164348732     2.46802944    7.415823618    2.874218597            100            100            100 
