%eval_id interface    DAKOTA_RC_1    DAKOTA_RC_2    DAKOTA_RC_3    DAKOTA_RC_4    DAKOTA_RC_5    DAKOTA_RC_6    DAKOTA_RC_7    DAKOTA_RC_8    DAKOTA_EP_1    DAKOTA_EP_2       obj_fn_1       obj_fn_2       obj_fn_3 
88           NO_ID    2.089502211    2.031052401    1.755963573     1.95458543    1.956346944    2.055483197    2.106594485    2.290833158   0.5743669535    2.383381182            100            100            100 
89           NO_ID    2.090014858    1.743697108    1.947733345    1.704210712    2.057371015    1.958592776    2.121388862    2.380733676    3.541308164    7.465700339            100            100            100 
90           NO_ID    2.090629214     2.01023527    1.599405971    2.199434136    1.906138914    2.096725932    2.282087973    1.984022664    2.067989857    3.002254683            100            100            100 
91           NO_ID    2.090784419    1.814280451    1.346171749    1.797437359    2.120612928    2.226752724    2.329349278    1.922089729    9.420460419    10.84606713            100            100            100 
92           NO_ID    2.091039515    2.002762698     1.36648521    1.988298777    1.953768685    2.281483236    2.023625313     2.16408223    7.581443246    11.24375596            100            100            100 
93           NO_ID    2.092830094    1.885968672     1.59451281    1.916238739    1.836053962    2.072789037    1.947805918    2.241862528    4.932840057   0.1255331487            100            100            100 
94           NO_ID    2.093120146    1.738711231    1.395598838    2.181903944    1.910156248    2.227446605    2.118271001    2.088264416    5.814980532   0.7918043178            100            100            100 
95           NO_ID    2.095542792    2.014962198    1.559578541    2.176603103    2.044606195    1.936755121    1.969514888    2.286227598    11.80015258    4.412894711            100            100            100 
96           NO_ID    2.096908409    1.707861211    1.980746178    1.765019609    1.810386953    2.395705893    2.316811419    2.247414254   0.7844201684    7.883586056            100            100            100 
97           NO_ID    2.096933006    2.072406992     1.46535515    2.156570804    1.780484082    1.889381469    2.242484642     2.24517491    11.45060364    5.143099534            100            100            100 
98           NO_ID    2.097960237     2.02875802    1.451344149    2.045296025    1.926517493    2.126931405    2.316259168    2.010830728    10.68107515   0.9673520145            100            100            100 
99           NO_ID    2.098239209    1.857965879     1.77175126      1.8835594    1.990326263    1.940410307    1.945337113    2.069883516    4.601734609    1.602906258            100            100            100 
100          NO_ID    2.098604112    1.976679161    1.928910146    1.872835849    1.711424354     2.33171148    2.200105955      2.1043585   0.6659444928    4.649495654            100            100            100 
101          NO_ID    2.098999951    1.947895398    2.029848408    2.185152758    2.026423883    2.041323934    2.289870069    1.930006583    9.163836042    8.269423891            100            100            100 
102          NO_ID    2.103791622     1.85486901     1.29378048    1.847419351    1.850072673    2.240993644    1.842783929    1.991086723    7.779637108    7.897844702            100            100            100 
103          NO_ID    2.105719163    1.704377275     1.86270029    1.829852753    2.074123558    1.960242012    2.079121175    2.233222562     3.95266985    10.96192657            100            100            100 
104          NO_ID    2.107212667    1.622740981    1.623884139    2.159183588    2.195188795     2.09708045    2.105005559    2.089544957    10.36860056    4.743974723            100            100            100 
105          NO_ID    2.109367994    2.075391307    1.385574744    1.812706431    1.729964734    2.364247925    1.936041038    2.116257682    3.890164617    2.500686738            100            100            100 
106          NO_ID    2.111472192    1.990554774    1.667316993    1.797472348    1.918942428    2.041482037    2.218082042    2.338089647    6.463743146    6.408885137            100            100            100 
107          NO_ID    2.112594454    1.647550323    1.206009187    1.754573427    2.067109524     1.80079332    2.080300001    2.030260306    11.77986599    2.364556802            100            100            100 
108          NO_ID    2.112870722    1.762505861     1.83599509    1.864627536    2.110691318     2.17923373    2.192208716    1.943612267    5.217958646    2.424121282            100            100            100 
109          NO_ID    2.112911613    1.631757764     1.92382689    1.725389642    1.847787757    2.268729039    2.359483587    2.368916148  0.04938582706    1.128003371            100            100            100 
110          NO_ID    2.114133365    1.878032816    1.556369298    1.857392311    1.809669456    2.123819931     2.00285366    1.952119866    4.029489953    1.679082329            100            100            100 
111          NO_ID    2.114822356    1.823208908    1.621864527     1.71663635    2.047072853    2.067844323    2.264329339    1.934779538   0.7811912805    3.746007752            100            100            100 
112          NO_ID      2.1148443    1.628062241    2.086506597    1.973354063    2.164870053    2.395861545    2.222972105    2.108766161    10.60135942   0.8001812756            100            100            100 
113          NO_ID    2.115061237    2.060418176    1.853761225    2.137220348     2.04711357    2.023249584    1.889100348    2.097661919    1.448468541    10.26938494            100            100            100 
114          NO_ID    2.115274661    1.713930223    1.797208284    1.958993608    1.713973833    2.231556439    1.909123274    2.260014358     8.24221606     5.31513837            100            100            100 
115          NO_ID    2.115611705    1.795608249    1.432927835    2.177030605    1.850892978    1.985217453    2.022444523    1.941186058    8.219297914    4.628244037            100            100            100 
116          NO_ID    2.115965087    1.966706238    1.414553952    2.008856801    1.843668809    1.855486118    2.225298824     1.84704876    11.85508808    1.380050496            100            100            100 
117          NO_ID    2.115985795    1.925475855    1.803328283     1.70225313    2.196155831    1.851937994    2.156285897    1.882209146     0.36999953     8.78369565            100            100            100 
118          NO_ID    2.118189095    1.849067973    1.733424485    1.773802823    2.042859783    1.877291212    1.985286966    1.824481654    1.228142879    8.162711239            100            100            100 
119          NO_ID    2.118336084    1.722108246    1.239973302    2.159570884      1.8204777    1.912300942    2.062783484    1.801683927    5.939151074    2.659034356            100            100            100 
120          NO_ID    2.118485973    1.734182517     1.76860176    1.974252308    1.884184229      1.9682311    2.376137914    1.978651011    1.824339068    3.395647647            100            100            100 
121          NO_ID    2.118535738    1.822075011    1.656829289    1.885642616    1.876265039    1.850215293    1.986575063    1.817658998   0.9361960836    9.347284733            100            100            100 
122          NO_ID    2.119170316    1.749360525    1.594461688    1.938366956    2.158217325     2.23537703    2.141526465    2.175159614    9.648515799    6.685617376            100            100            100 
123          NO_ID    2.121206065    2.078228457    2.022601493    1.787524501    2.022469587    1.988123742    2.241846972    2.325200156    4.921584016    10.30791937            100            100            100 
124          NO_ID    2.122893947    1.838327688    1.435515043    2.117245686    1.833645523    2.118748006     1.93246419    1.994087341    7.850778025    8.071633166            100            100            100 
125          NO_ID     2.12405411    1.661861775    2.046573957    1.778812881    2.088288382    2.186447667    1.965987245    2.192015442   0.1735406668    6.675219563            100            100            100 
126          NO_ID    2.125184747    1.860372137    1.552126927     1.98123195    1.949776942    1.886864376    2.127835487    2.187118205    6.470041934    8.480360642            100            100            100 
127          NO_ID    2.125407464    1.714936593    1.955546117    1.876919527    2.122138544     2.16366724     2.08661551     2.08761519    6.409595878    11.03022365            100            100            100 
128          NO_ID    2.125862211    1.896626374    1.942067998    1.800214617    1.908333312    2.012549335    2.028298342     2.10259217    11.37707618    1.382613101            100            100            100 
129          NO_ID    2.125995307     2.05363587    1.701017274    1.794473587    2.089163075    1.918263203    2.380482402    2.207165251    4.331736844    11.06399502            100            100            100 
130          NO_ID    2.126325887    2.079508632      1.9641989    1.769273447    2.006901285    1.855155483    1.820727923     1.86866537    11.19655852   0.2739357391            100            100            100 
131          NO_ID    2.127069125    1.891363833    1.685536553    2.163799727    1.836554575    2.096224775    2.257217292    1.867475849    2.224863148    4.060996432            100            100            100 
132          NO_ID    2.127182277    1.900671713    1.239064755    1.818263395    1.706951524    1.994852864    2.091137323     2.29172284    9.940004137   0.8613281198            100            100            100 
133          NO_ID    2.127423001    2.066209803    1.317352487    1.713393318    1.795793078    2.168134532    1.954208402    1.944669559     4.70211223    5.827958596            100            100            100 
134          NO_ID    2.129226758    2.000671143    1.761605036    2.083020808    1.786313759    2.385921404    2.309840263    2.090151573   0.0716080461    11.13300135            100            100            100 
135          NO_ID    2.129453918    1.879729138    1.765481904    1.757653924    1.765514429    2.057574418    2.381560873    1.948725446   0.8219275814   0.8055822276            100            100            100 
136          NO_ID    2.129805262     1.81107188    1.277866103    2.031636639    1.771866999    1.813982886     1.82051652    2.277654567    9.622009131    8.522219677            100            100            100 
137          NO_ID    2.130109259    1.631876751    1.363778874    1.751219133    2.178430437    2.227732393     1.95122726    1.998368109     2.80674744    3.323788015            100            100            100 
138          NO_ID    2.130258012    1.872907992    1.541248976    1.752236968     1.96468099    2.258470829    2.124081068    2.004737986    4.139062969    2.061441624            100            100            100 
139          NO_ID    2.130424934    1.756532092    1.645204418    1.997759472    1.832807199    1.901903938    2.339009737    2.007122352    2.642168665    5.713638757            100            100            100 
140          NO_ID    2.131263175    1.907480412    1.348125602    1.739697811     1.81976101    1.945666331    2.139100385    2.370843145    1.514934552    7.233743535            100            100            100 
141          NO_ID    2.132837185    1.938782967    2.031229536    1.907298798    1.798576975    1.996336603    1.987060762    2.390287193    2.352827138    11.17171057            100            100            100 
142          NO_ID    2.133710541    1.936948747    1.572527712    1.702871515     1.74228119    1.842121049    2.350015497    2.083057763    6.914611082    3.734734997            100            100            100 
143          NO_ID    2.133762918    1.713692645     2.04260016    1.702525741    1.762673701    2.238787888    2.114949911    1.843515116    9.547357672    6.442131185            100            100            100 
144          NO_ID     2.13458495    1.835911494    1.749338484    2.187633962     1.73808126    2.183488763    2.197030651    2.045868631     1.54009864    3.559838943            100            100            100 
145          NO_ID    2.135066515    1.611566257    1.384446352    1.854282406    2.026374094    2.198447348     2.30359497    2.302468855    11.75746434    10.77377467            100            100            100 
146          NO_ID    2.136292209    1.813479754    1.473439403    1.958835834     2.14301679    2.128381026    2.006858554    1.978207924    3.146396149   0.4247882983            100            100            100 
147          NO_ID    2.137458201    1.818244419     1.45705129     2.17264058    1.920497549    1.966754524     1.81910669    1.820882955    4.979273392   0.7521333344            100            100            100 
148          NO_ID    2.138051285     1.87335067     1.67725224    1.920745116    2.013565693    1.974755739    2.359495978    2.281210609    2.585225138    10.43786478            100            100            100 
149          NO_ID    2.140527456    1.623813675    1.312955525    1.858736857    2.120811237    2.058070455    1.912171761    2.169076218    11.48073447      7.8917497            100            100            100 
150          NO_ID    2.141267344    2.064999404    1.292721712    2.007201951    2.083308191    1.874312079    2.181048936    2.356812554    5.297913448    7.745078068            100            100            100 
151          NO_ID    2.142861262    1.626955648      1.7089826    2.005101127      1.8844376     1.91722886    2.058735923    1.989670986    7.796580007   0.7301757767            100            100            100 
152          NO_ID    2.142939597     1.63937982    1.936139352    1.999876964    2.157994137    2.251878139    2.124551438    1.936896407    4.753664712    11.91404361            100            100            100 
153          NO_ID    2.144008337    1.651953252    1.828619644      1.7949273    1.705052261    2.307512643    2.158982893    1.855369078    10.80076967    2.498839009            100            100            100 
154          NO_ID    2.147333873    1.691189209    1.951801177    1.846942931     1.97406546    1.928811188    1.873161021    2.278579709    3.292783182    4.771037536            100            100            100 
155          NO_ID    2.147467987    1.930144704    1.256427346     1.97152846    1.766845686    2.286528436    2.286493782    1.976650181    8.892745501    4.190435743            100            100            100 
156          NO_ID    2.148014068    1.602013264    1.672904074    1.884376202    1.722337251    2.326502132    1.837337308    2.331835114    2.848613744    3.540478546            100            100            100 
157          NO_ID     2.14877224    1.994195524    1.852760239     2.04271041     2.15408469    2.152279058    2.021323604    2.285497667    4.577364225 0.006217265505            100            100            100 
158          NO_ID    2.148934699    2.029210944     1.31614133    1.758463777    2.081240438     1.92191804    2.087171571    2.301193833    8.742710859    2.450555899            100            100            100 
159          NO_ID    2.149201101    1.808700033    1.970760012    1.985785291    2.100488735    2.312376164    1.870108132    2.183521961    1.174364767    4.782728844            100            100            100 
160          NO_ID     2.14995333    1.744935873    1.746550754    1.811747517     2.05223467     2.28265954    2.130433623    1.809742366    9.458934639    8.961499604            100            100            100 
161          NO_ID      2.1503436    1.682946576    1.221579995    1.997844549     1.97005777    1.859497775    2.052583755    1.823106827    7.418045336    8.942484245            100            100            100 
162          NO_ID    2.150808929    1.960222812    1.821131465    2.137108389    1.714379949    2.297282784    2.192670638    2.152748946    11.42760531    2.341679794            100            100            100 
163          NO_ID    2.151755162     1.67321103    1.489307689    1.758204493    1.971316786    1.901269914    2.070727016    2.018341185    0.459016029    8.320481802            100            100            100 
164          NO_ID    2.152399072    1.813229178    1.662693494    1.763868283     2.01866221    2.054719117    2.276971246     2.07258153    9.751828282    11.29831483            100            100            100 
165          NO_ID    2.152634597    1.636336228    2.033055903    2.144765443    2.061702496    1.942280178    2.031273021    2.168976982     1.98291863     1.96539021            100            100            100 
166          NO_ID      2.1536529    1.735677991    1.721615408     2.19367457    2.007545276    2.076402159    2.055803968     2.15005152    1.904676151    2.508118983            100            100            100 
167          NO_ID    2.154228106    1.746006221    1.311488759    2.160107555    2.146584222    2.011366997    1.889853931     2.18815214    11.72169316     5.13974946            100            100            100 
168          NO_ID    2.154683021     1.63306663    1.784604218    2.061556179    2.099448371    1.915767693    2.230506719     2.25940644     11.7427271    1.940590802            100            100            100 
169          NO_ID     2.15504788    1.810423203    1.566222171     1.96966958    1.747689031    2.148936696    1.925746595    1.828700354    9.456639384    10.97545299            100            100            100 
170          NO_ID    2.157763117    2.005531663    1.549088706    1.759889167    2.130921305    2.210071112    2.340596039    2.276589153    7.579745196    10.86130661            100            100            100 
171          NO_ID    2.159376814    1.623666412    1.847348037     1.80807709     2.12706503    2.294599678    2.148594011    2.283148713     8.29340669    1.930172912            100            100            100 
172          NO_ID    2.159682624    1.886764788     2.06247672    2.199044716    1.902820666    1.898591477    2.150839017    2.270428166    11.37835903    7.681325553            100            100            100 
173          NO_ID     2.15979859    1.949179689    2.079665701    2.132376241    2.164551943    1.966601412    1.933858184    2.110404719   0.3831275517    2.130564564            100            100            100 
174          NO_ID    2.159814787     1.99705474    2.083946014    1.906279812    1.840674745    1.949221248    2.283381011    2.102147343    7.038581665    6.206259401            100            100            100 
175          NO_ID    2.160078223    2.064679002    1.835202968    1.922831292    1.823415859    2.128442129    2.325468006    2.060270792    1.950366951    9.990094586            100            100            100 
176          NO_ID    2.165038721    1.784452944    1.536238163    1.837786897    1.847093615    2.155720417    2.324454694    2.265458233    7.516097404    11.64568474            100            100            100 
177          NO_ID    2.166790441    2.030221486    2.099296304    1.882876251    1.889675336    2.296829504    1.949701157    1.835827971    3.307817114    2.902117969            100            100            100 
178          NO_ID    2.167378624    1.963341382    1.466072215    1.802463157    2.098789399    1.959331311    2.312052919    1.839348102    2.435270929    2.166305983            100            100            100 
179          NO_ID    2.167477187    1.769089875    1.299617665    1.786459002    2.098857012    2.044243207     2.35638977    2.389726007    3.272022046    3.683767024            100            100            100 
180          NO_ID    2.168047898    1.808707097    1.724190685    1.783455311    1.912917809    1.978305675     2.05873915    2.376890233    3.180787019    8.716091164            100            100            100 
181          NO_ID    2.168190121    1.911018286    1.875083863    1.983735593    2.070828111    2.129514942    2.014089127    2.305200743    6.200605628    9.863047783            100            100            100 
